,Review_title,Review_text,Ratings
12971,Nice product,"Ya its a cool watch and I liked the built quality , and water resistant , itts looking cool and its working accurate ly .
Cons....
1. App clearance
2. Notification vibration. Exapt this all are nice features in this watch",4
12972,Good choice,"Writing this review after 2 weeks.
PROS:-less weight
High brightness
User friendly
Good speed
Notification is stylish and very useful
Good in look when screen off😬
Battery life is good
Water resistance works well
Screen quality is very good.. even i thought its gorilla glass
You can add any photo as wallpaper
CONS:
Screen size is disappointing
App is very bad..new update is not working well..please make better app developers. When changing to external wallpaper, time and date become little...
READ MORE",4
12973,Great product,Got the watch from Flipkart and I must say it's super worthy of the money. I track my exercise routine in it and it works wonders. Really a great smartwatch,5
12974,Worth every penny,"Wooww🖤Grt watch
awesome 💌💌
🖤I loved it super fabulous🖤
Best of the brand like boat 💯",5
12975,Delightful,"Boat smart watch nice and decent product in this price range. The functionality is amazing and display quality is also good, the battery life is not so good compare to other smart watches this is the main drawback, the battery life comes for 5-6 days for 1 full charge. Belt quality good and smooth. ❤️ Rate sensor gives nearly accurate BPM and other good thing is oxygen sensor is good but I don't know how much accurate this, BP monitoring also there quite a good feature, music control is good...
READ MORE",4
12976,Excellent,Beautiful smart watch loved its look just awesome at this price....,5
12977,Fabulous!,"Writing this review after 11 days.

1. Price :- This watch is best in this price segment as compared to other brands/SW.
This watch comes with a lot of pros.
2. Battery :- Battery is beast. (Charged it to 99% and it's 42% available now after using it 11 days continuously.)
3. Display :- Display is best according to the price.
4. Accuracy :- Accuracy is very good.(step counter, heart rate, SpO2)
5. Connectivity :- Connectivity is seamless.(No issues in connection and synchronisation)
6. Looks ...
READ MORE",5
12978,Perfect product!,"Good watch...👍
Use after 10 day .and one time charge. Battery backup so nice upto 9-10 day...my boat watch received 10 days..after
Use boat strom watch quality GOOD nice and metal body casing so good wach belt quality.cloued based watch 38 face.and later OTA UPDATE. version 7 update but boat storm v7 personalize face watch not avaliable in pro gear app
Please. So next update add features in pro gear and all of good nice watch in price range",5
12979,Does the job,"Been using this Watch since it's launch. 30th Oct 2020. The product seems good initially, but fails to impress after long time use.

Pros:
1. The watch is lightweight & has slightly premium look.
2. The battery life is good, It lasts more than a week if you don't record any activity & a week if any activities are recorded. (Auto heart rate monitor on & with wake up gesture on)
3. The apps gives good amount of the info about the daily exercise, sleep, and heart rate.
4. The OS is simple.

Con...
READ MORE",3
12980,Mind-blowing purchase,Watch is amazing. Looks so good & battery is good last for 4 to 5 days. Great deal..Thank you Flipkart💖😊👏,5
12981,Nice product,"Ya its a cool watch and I liked the built quality , and water resistant , itts looking cool and its working accurate ly .
Cons....
1. App clearance
2. Notification vibration. Exapt this all are nice features in this watch",4
12982,Highly recommended,This watch looks really cool. I loved it. Thanks for fast delivery. Excellent choice for those who are looking for a fitness band.,5
12983,Great product,Its been 1 week using it it works greal i loved it all the sensor works perfect spo2 and bp monitor is best the desing the quality i loved it . Loved the custom face option,5
12984,Must buy!,"I liked the most..... Why... Listen

1. Battery back up very good, up-to ten days with all kinds of activities, and three days back up with very heavy works like heart rate monitoring blood pressure monitoring.

2. Vibration is very good. Works with alarm and all kinds of notifications such as whatsapp, telegram instra....

3. Calling screen I liked the most.

4.the app also works great, with the recent update it automatically synchronized every time.

5. Foot steps counting also good.

...
READ MORE",5
12985,Classy product,"Writing this review after 4 days

Display is very nice
Battery backup is very good
After app update more watch faces are available
Notification vibration are in it
Design is very stylish
Scroling smoothness also nice
accuracy is good
Apps notification are good
At this price the boat storm smart watch is very nice",5
12986,Fabulous!,"Design and aesthetic : The storm looks like a premium watch and also the black aesthetic goes well with formal or casual dresses (Traditional/Ethnic dresses are a bit of hit or miss)

Build and Durability : The body feels rigid and durable but still it would hurt to add on a screen protector to prevent any scratches on the glass

Functionality : Simple UI and simple controls but does the job pretty well. Measures SpO2, Heart Rate, Blood pressure in addition to the usual steps and distance cal...
READ MORE",5
12987,Good choice,"Looks nice

Battery backup is good (8-9 days after full charge)

Oxygen level and heart rate is almost accurate.

Step count, calorie count etc also accurate.

Only concern is Boat Pro Gear app, it doesn't work well as of now. Problems in changing watch faces. So it need to be updated asap.

Overall of you are looking for a budget smart watch you can go for it.",4
12988,Brilliant,Very nice product this watch is amazing I'm very happy to buy this smart watch,5
12989,Pretty good,Nice smart watch best money for value and fast activity watches and best option oxygen level metre but notification function best very late function on👍👍💯💯💥,4
12990,Very Good,"It was a Xmas gift for my fiance. And she loved it. Good Battery Back Up, premium rich feel, activities and features. 5 star product.... Boat Rocks!!",4
12991,Wonderful,"Super!
This watch looks really cool. I loved it. Thanks for fast delivery.
An excellent watch at this price point. The sensors are reasonably accurate. A wonderful value for money device.",5
12992,Great product,"Really good battery backup, i loved the sleep tracking which i feel is pretty accurate...also loved the custom watch face",5
12993,Good choice,"Delivery was super fast
(Ordered yesterday got it today by 12:30pm)
Now about the watch it is all comfortable with the strap and dont expect any big boxes to shoot some unboxing videos box contains charging cable some papers about watch and boAt watch has many features today is the first day of my usage I'll update it in 1 week I'm still confused how to change dials.
If someone can help me with the dial faces pls respond.

Edit:- Face dials are gonna be available once the update is there (o...
READ MORE",4
12994,Pretty good,"Go for it.
I don't believe in any reviews untill I use it any gadgets.
You can consider accuracy level in btw 85 to 95 perc.

My positive Result of Day 1 uses.

SLEEP MODE. GOOD
BLOOD PRESSURE. NORMAL

DIAL INTERFACE. EVERY TIME YOU NEED TO EITHER DOWNLOAD A PHOTO OR SELECT FROM YOUR OWN PHONE GALLARY .

MUSIC CONTROL CONTROL YOUR DEFAULT MUSIC PLAYER, VOL UP AND DOWN . AND PAUSE AND PLAY.

Incorrect accuracy in waking activitie - automatically update walki...
READ MORE",4
12995,Mind-blowing purchase,Excellent product very nice watch better than realme and huami . Activity tracker is very nice give an good idea of activity. It have music control too. Worth of money. Recommended product 😍😍👌👌👍❤❤,5
12996,Good quality product,"After use for one month I write this review, battery backup is gud, I have made update and custom wallpaper is superb, call notification is superb, msgs receive properly, but blue strap is not Luking cool as black one .....other features are gud and works well......one thing more Alwyz on display feature is needed but not available in storm",4
12997,Does the job,"In terms of looks it is pretty neat in this price range and features as well for different modes like walk, Run, Yoga etc.
The app interface is straight to point.
I primarily use it for calories counter and sleep tracker.
It also has BP and Oxegen monitor as well which can be handily not for accurate use.

For 2.5k it is ok but don't spend much on these watches if you are looking for some serious lifestyle. Just use it for casual fitness tracker for basics.

Overall its a good device in this ...
READ MORE",3
12998,Terrific purchase,"It was a great smart watch, with amazing activity trackers,and I like the sleep calculator",5
12999,Value-for-money,"This is actually a Good Watch. Well built, nice design, good material... Worth the money...",4
13000,Must buy!,"Initially i thought that the watch would look too big on my wrist but it fits well and looks good too. Coming to the functioning part, works well if you set your watch according to your needs. Since i get too occupied with my work, i love it when it reminds me to take an activity, or be it checking the pulse rate, o2 level or steps taken. Its best in the market.",5
13001,Just wow!,"I purchased this watch and I am very happy with this watch who all are finding the budget watch please buy this one if you have only 2000 ruppees budget so at my point of view and experience with this watch please extend your budget little bit more to 2500 ruppees but must buy this watch and it's app is also very easy to use and who all are saying that the app is so bad no it's not all those who are saying this they don't know about technology and watch looks also very impressive but company...
READ MORE",5
13002,Perfect product!,Best smart watch battery excellent very comfortable I using last @ 45 days after only I post this review I buy 2 for me and my wife it's looking very smart and cute ... I recommend for all its budget smartwatch worth of money ....,5
13003,Terrible product,The watch is good but not up to its price . According to me there should me more featured in it as there are many watches in same price with more better features therefore I would not recommend it . You could get a better product in same budget. Only the battery and body of the watch is good but the function are no at all good . Some apps do not even open. There are only 6 apps working all related to health only.. I WOULD NOT SUGGEST,1
13004,Highly recommended,"I am now editing my review after 1 year of use so the best thing is I am getting a battery backup of 20+ days by using everyday and this is mind blowing because even the mi bands are giving similar battery backup but it depends on how you use it strap quality is really good till now and the Activity tracker is 80% accurate (pedometer, heart rate, spo2) vibration is strong enough if you use itit. I got this watch for 2500 but in sale you can get it for 2000 easily so if you are buying it for m...
READ MORE",5
13005,Simply awesome,"I was really stunned by getting such a best product I was never knowing that Flipkart would provide me with such prestantious gagdtes or electronics ,,,,, the watch is just topgallant and perfect ,,, the belt,, it's display ,,it's screen it's features the charging everything is next to perfect ... I would recommend everyone to buy this watch it's the best budget watch with several features which any normal persons or even gym and fitness persons wants ....",5
13006,Wonderful,"I think I have got this in a best deal of 1,999/- over all product is really good watch looks classy, custom wallpaper is one of the best thing which attracted me.. Over all nice product Good design n perfect finish of display 5* to STORM .",5
13007,Great product,"Best smartwatch you can get at this price range. A whopping good battery backup, charges up pretty fast too... UI is pretty good",5
13008,Decent product,"Pros - very gud looking, stylish, screen touch also fine & smooth working, battery backup also very well going, strap quality best , sensors works good.

Cons - vibration quality not upto the mark as i felt as compared to mi band (i used). , heart rate measurement fluctuating always & the fluctuation digits reading for 2-3 times is not nearby accurate reading. And the main issue i checked, it looses the connection from the app boat progear automatically anytime , you have to checkin into the...
READ MORE",3
13009,Not good,Notifications are biggest issue. You have to do the setting again and again in the app. Even after that notification functionality doesn't work properly. No wonder why it's so cheap. Won't recommended to buy it. As there is no use of the smart watch if you don't get proper notifications.,2
13010,Best in the market!,"This is my first review, for any product!
It is fully based in the initial usage!
This is my first smart watch as well! Literally I was worried about the dialer size, since my wrist is very small and thought it would be larger! But it fits perfectly to my wrist!
As I said, in my initial usage, the watch holds really good, functionalities working fine!
Display is in a descent size! Strap is in a good quality! Vibrations work fine! Notifications do comes with a good prompt!
As of now everyth...
READ MORE",5
13011,Good choice,"This watch is made in PRC that is made in China. If i would have known this before buying would have never bought this. Regret now.

About product : Nice product for 2000 bucks. Health reading are not so accurate but near to accurate. I am buying smart watch first time so happy with it.Battery backup is excellent. Touch is fine as well.",4
13012,Just wow!,"After 2 days of research, 100 of reviews and YouTube videos I finally got this with Republic Day offer for 2k. Mostly it is 2.5k. its worth the money. Compared to nearest competition (noise, Miband, realme) it is not only cheaper but has more features like water resistance (I have literally washed it with soap!). Oxygen sensor is accurate (checked with actual oxymeter), walking tracker is bang accurate. For price of an Apple watch you can buy Boat watch for your entire apartment.",5
13013,Slightly disappointed,"Giving 2 star because ITs Made in China and theres REBOOT bug during synchronization, I hope they fix it in upcoming updates.
- Watch is good for the price
- Heart rate sensor is quite close to my oximeters heart rate sensor but I would NOT recommend using this for medical purpose
- Watch looks good, rubber strap seems good quality
- Didn't like cloud watch faces and just began using default watch face.
- Custom wallpapers can be applied but then you'll have to live with small font time. I do...
READ MORE",2
13014,Good,"Don't expect surprises, it's best for the price only. Screen size is too small, strap quality is average, UI is not so smooth, battery capacity need to check on the go. What I didn't like most will be the screen - both quality as well as size. I bought this cos ot has BP, spo2 and heart rate monitors.",3
13015,Wonderful,"Good product, perfect for tracking sports. I found the health related features to be inconsistent. Also the sync between the app and the watch is a bit snappy sometimes hence not able to set custom watch faces.

If you are in the market for an entry level fitness tracker, this will do just good!!",4
13016,Highly recommended,"1. Light weight
2. Easy to use all the options
3. Wellness mode is awesome and lookalike accurate so far.
4. Connectivity with Boat pro gear all is easy and hassle free.
5.Ordered yesterday 12PM and Delivered at 12PM and
5 star delivery from Ekart.",5
13017,Worth the money,Very good watch I have 2 watches very nice experience 😍😘😘 good battery... Very useful,4
13018,Nice product,"If call function is it there this watch is awesome , and even we can't attend call but we can see notification and reject the call , very simplest design and limited app facilities. Heart beat measurements are accurate or not I'm not sure about is steps and other calorie function are normal like other smart watch and battery capacity is depends on usage specified by the product 🙂",4
13019,Wonderful,"Its very osm, light weight value for money, notification and activity tracker is fantastic connectivity is good, accuracy is good smooth and easy function.",5
13020,Fabulous!,It's a very nice watch. Really value for money. I liked it alot. Design and buit quality both are awsome. It also comes with good features in this price segment. And it looks so classy.,5
13021,Pretty good,Best smart watch with good battery life My watch gives 12 day back up on moderate use Accurate Blood pressure monitoring,4
13022,Nice,"Hi all...this is my first review in flipkart and basically I don't what to do the same..but now I am disclosing my views is that how really the watch works.

Cons:

The below views are after the updation of the app to the latest version.
1. Poor response for the notifications even we set 1 sec delay for notifications in the app
2. The heart rate monitor and blood pressure monitor is not that much accurate we can't do anything from the values displayed. So this features are almost unnecessary ...
READ MORE",3
13023,Best in the market!,"I got it for 2K, in this budget this is the best watch.
I am writing this review after 7 day of use.
Earlier i faced some issues like restarting when try to sync data and data loss when restart but after firmware update it is fixed.
Have many features like spo2, heat rate bp etc.
In 2000 this is the best watch.
It looks very premium.
Battery can last upto 4-5 days.",5
13024,Just wow!,"Awesome I suggest every one to buy this bez try new good battery life, good performance, looks classy",5
13025,Just okay,"If you are looking for some large display size then don't go for it. In terms of looks it's pretty good. And the functions like heart rate,oxygen level etc are showing approximate results. Rise to wake function is bit slow.
But it's overpriced now I,e 2999. During the first sale it's price was 1499 which is worthy. During an offer I got it for 1999. Under 2k it is worth to buy. But not beyond that price.",3
13026,Mind-blowing purchase,"A genuinely review of the boat Strom watch

At this price it was a very good quality watch, No other brands provide watch of this specification at this price
It was a very very low weight watch.
The another pro's of the watch is that it provide all the measurements ( heart rate, blood pressure etc) accurate.

Also the sports feature of the watch is good enough,

At the end I tell you that, don't confused with another brand just go for it.
Thank You

Like the review if you get helped out.",5
13027,Super!,"Most affordable smart watch with all required built in features like oxygen saturation, blood pressure monitor etc. Worth buying...",5
13028,Simply awesome,"This review is after one week of useage.
Value for money.
Seems very accurate on all features like step counting & sports.
13% change remaining on 6th day after first charging.
I like this product.",5
13029,Wonderful,"After lot of research, finally decided to go with Boat Smart watch. Got the delivery in 2 days. FlipKart is as usual rocking with speed delivery. I haven't fully checked all the options of the watch but as a first look, watch is good. Light weight. Syncs well eith mobile phone via ProGear App. Able to change the skin via cloud. So far so good. Will check other features and update my review later.",4
13030,Mind-blowing purchase,"Nice smart watch, best purchase, I love it, step count approx right...",5
13031,Don't waste your money,"We used this smart watch in 3 month then we write the review
Battery capacity only 10 days approx
Touch display good
Sensor not work
Screen is good

Not good product.",1
13032,Very poor,Watch wise good but smart watch wise fail i bought for check oxizen level but it fail.,1
13033,Decent product,"Display is Ok (not so good or not so bad)
Build quality good.. it looks premium specially the side button.
The UI is so bad and laggy.
The sensors are somewhat correct but not exact.
The main problem of this watch is connection to phone.. it disconnect in every morning i don't know why and then it's a tough task to connect again to phone..",3
13034,Brilliant,Just osm 😍osm😍 osm😍,5
13035,Good quality product,"Perfect Product !!
Writing this review after 2 weeks.
Pros :
1. Notification is good and stylish.
2.Battery life is good nearly 9 - 10 days for normal users.
3.Belt quality good and smooth.
4.Good levels of brightness.
5.You can add any one photo as wallpaper.
6.Rate sensor gives nearly accurate reading.
7.User friendly and has good brightness.
8.Decent Product in this range of 1999.

Cons :
1.Screen size is little small but not that small you can neglect.
2.sometime it takes litt...
READ MORE",4
13036,Not good,"First of all device should hav at least some battery inside the box.

Pros:
1 Most sensors at this price (at least on paper).
2 Nice build quality especially Strap and dial material.

Cons :
1 Heart rate sensor shows 15-20 beats more than actual (in my case).
2 SPO2 values differs upto 10-15 % every time when checked continuosly.
3 Step count is not as accurate as my MI band 5.
4 OS is not furnished right now.",2
13037,Excellent,I really loved it . It's osm nd its features are so good I am so hpy To buy this smart watch😊😊😊😊,5
13038,Just wow!,"Good watch during sports activities. Nice design.. Display of step counting is very small for older people. Bp, oxigen count and heart beat are almost accurate... Any way good item.. Battery will last for 6 days",5
13039,Does the job,"Some of functions needs to be upgraded, hoat pro gear app is the only way to operate the functions. It does not support google Wear OS app. Most important, the available dail looks are just ordinary not so cool. Watching time function is not user friendly. Touch is good but dial looks small. Bluetooth range is also a constraint. Can be much better",3
13040,Fabulous!,"Nice and good product by boat
Pros
1. Simple design
2. Matel body
3. Simple UI
4. HR, spo2, BP sensor

Cons
1. Watch faces are not available
2. Stress monitor not available although BP sensor available",5
13041,"Wear, walk and stay fit","Looks good and works great. Me and my partner purchased it to keep track on the steps we walk, cycling and swimming. It is really feature rich and very useful. It has created a healthy competition in the family. It does not allow your laziness to dominate your lifestyle. Must buy to keep watch on fitness...steps, sleep, heart beats, oxygen, BP, etc. Connect easily with mobile and syncs all the details in no time.",5
13042,Perfect product!,"Very nice watch.. Very nicely working. Charging is fast and battery life is more than a week.

Dial little small but fits to my wrist. Very amazing product.",5
13043,Mind-blowing purchase,Awesome this looks like apple Watch and cherry blossom color is awesome worth 👍👍👍👍😍😍😍😍😍😍,5
13044,Excellent,Fabulous watch under 2500. I have gifted to my hubby on our anniversary. Thank you boat and Flipkart for speedy delivery,5
13045,Perfect product!,Such a beautiful watch 🙂Very impressed with the style . Also I was so happy how fast it came ! I highly recommend this website ! Thank you again🥰,5
13046,Value-for-money,"Watch Is Very Good And The Best In This Price Range - 2500 Rs .. But The App is Very Bad And Updates Are Worst .. There Are Some Problems With Watch Faces , Whatsapp Notifications .. Except This The Watch Is Worth For Buying ... If You Are Looking For The Best Watch Under 3500 Rs Or 3000rs Definitely Buy This Watch .. And Another Alternate is Zebronics Smart Watch Which Costs Around 2300 Rs",4
13047,Terrific,"Strip very Nice
8 days battery backup
Bp and spo2 quick result
Display clearity best
All sensor reported quickly
Over all in 2k best watch i have seen",5
13048,Nice,The features are not that much godd if you compare with amaze fit or noise pro 3 but at this price segment it is perfect i bought it at 1999 rs in sale and i personally think it is the cheapest smart watch with the features like spo2. So it is value for money.,3
13049,Fair,All is very good but Bluetooth is not perfect work on within 5 meter Renge ...is not good company given 10 meter... So not happy but ok,3
13050,Highly recommended,Best watch in this range and all features are working well just go for it battery backup is very strong you can easily use watch for 5-6 days in full battery,5
13051,Worth every penny,I like the watch but it is not supporting some apps which i wish it could. It would help me if someone can touch base to see if this can be sorted. Some of the features like BP and Oxygen check are really useful,5
13052,Highly recommended,Nice product and design very beautiful work very nice,5
13053,Good choice,Its good one .. nice features for this rate.. i took this under bigbillon day.. and receive best one.,4
13054,Wonderful,"Value for money, minimum 10 days battery backup nyc look good features over all I can say this smart watch is best in this range so guys this is good option 👍",5
13055,Super!,"Best smartwatch @ R.s 2000
Battery backup good
Design perfect
Heart rate, oxygen level, blood pressure accuracy is the added advantage of watch
overall premium look and quality
This watch is the only option to buy at this price",5
13056,Classy product,"The brand should add a call picking and dailing features as a normal smart watch of 500 ruppes has this feature
Although the watch is nice all functions are good love it..",5
13057,Terrific purchase,"Best smart watch at this cost of 2500........ thank u boat, and flipkart bcz they sent first wrong pincode and resent on 1day late........ i believed on flipkart bcz of quality based on the time, now a days good response from flipkart ekart also good response",5
13058,Value-for-money,"Nice product. I got it for 2000 rs only .battery is good and charging also..display is average..not good..the display is far far better on amazefit bip u..if u a crisp and hd display lover ,add some money and go for amazefit bip u..you will love it.Apart from display everything else is really good",4
13059,Fair,I am I'm not able to to add my custom picture in the watch as a wallpaper so I I find it many ways to do it but in the end I could not find any solution to add my custom picture in the the watch itself so if you have any solution to it kindly inform me otherwise the watch is ok a the display is shorter than I thought in the pic the straps are good otherwise all the features are good except the display and I am not able to change the picture,3
13060,Mind-blowing purchase,"Screen resolution: good
Wake up on rise: takes 1 second to wake
Watch faces: only 3 watch faces available
(You can set any picture as wallpaper)
Band: soft and smooth
Price: best smart watch in this price (I got it in 2000)
App: app working perfectly
Heart rate, oxigen, bp, pedometer works nearly accurate",5
13061,Excellent,"Good bright display, very responsive, i bought it specifically for one reason real time notification are displayed on watch in our office we are not supposed to use the mobile hence very handy feature once connected to the phone, Dont know how accurate is the oxygen monitor and Blood pressure monitor but shows readings with slight difference when compared to regular BP machine and oxymeter....kind of acceptable. Rest everything is good, especially the battery which lasts for days before every...
READ MORE",5
13062,Great product,"I have used this watch for 15 days and I have some experiences which I want to share with u
Pros-
1 Activity Tracking is Up-to Mark
2 Display is bright and visible in direct sunlight
3 Battery back up is around 10 to 12 days without live heart rate
4 Watch is very light weight and after some time u don't realize that u r wearing a watch
Cons-
1 Blood Pressure Monitor is not good it sometimes gives one reading to everybody
2 Sedementry Alert is also not accurate
3 Not have Much wallpapers
4...
READ MORE",5
13063,Terrific purchase,Nice watch. Looking very good in my hand.And all functions are working well. So I'm fully satisfied with this product. Thank you Flipkart. I got it Rs1999,5
13064,Worth every penny,Awesome watch for this price I have used it for two months now. Display is super smooth and touch is good. Display is bright so no issues in sunlight. Battery comes for more then 2 weeks. Looks much better in person then in the photo. Looks premium watch.,5
13065,Great product,Bigger display decent bettery nice look and feel good soft ware,5
13066,Terrific purchase,Goood but calling notification was too slow if the manufacturing company is see my review so please improve the calling notification upgrade so faster otherwise the product was best 5 out of 4.5,5
13067,Value-for-money,"I received watch on 28 April.
Watch came with charger, warranty card,boat sticker.
It was well packed,in good condition.
Look wise it's looks good.
Display is good n clear even under sunlight.
Belt won't very very best quality but it's very decent n acceptable one light weight we can change if needed.
Watch tracks steps with difference of +- 10 steps when crosschecked manually counting n with my old lenovo hw01 band.
Spo2 it reads with very well being a surgeon I checked with our standard O2...
READ MORE",4
13068,Simply awesome,Very good watch loved it 👍 nice display and the band is also very comfortable I also loved the different background we can chose from phone photo and the in built background best watch in the market 😀 in this price range i recommend to buy it..,5
13069,Just okay,"As design wise gd not so much ..battery backup also ok but the accuracy of spo2 and bp its not gd ..some times spo2 91 and after refreshing its 99 so I dont like this watch ,its just like a digital watch ..and some entertaining things in in it ..thats it ..I think u understand what I am saying",3
13070,Super!,An excellent watch at this price point . The sensors are reasonably accurate. A wonderful value for money device. Prompt delivery by flipkart,5
13071,Mind-blowing purchase,"Boat strom smartwatch is real good deal under 2000 and it's completely value for money...

But the only thing is it calculates steps even when we are on train bus or car.....
I had 40000 steps in one day when I was in train and hadn't walk more the 500 steps because I was in train for whole day

Oximeter will always shows 99%
Blood pressure will. Show completely wrong reading

Heart rate is accurate

Overall you can go for it....heart rate reading is quite accurate
Avoid buying it only if you...
READ MORE",5
13072,Highly recommended,This watch looks really cool. I loved it. Thanks for fast delivery. Excellent choice for those who are looking for a fitness band.,5
13073,Great product,Its been 1 week using it it works greal i loved it all the sensor works perfect spo2 and bp monitor is best the desing the quality i loved it . Loved the custom face option,5
13074,Must buy!,"I liked the most..... Why... Listen

1. Battery back up very good, up-to ten days with all kinds of activities, and three days back up with very heavy works like heart rate monitoring blood pressure monitoring.

2. Vibration is very good. Works with alarm and all kinds of notifications such as whatsapp, telegram instra....

3. Calling screen I liked the most.

4.the app also works great, with the recent update it automatically synchronized every time.

5. Foot steps counting also good.

...
READ MORE",5
13075,Classy product,"Writing this review after 4 days

Display is very nice
Battery backup is very good
After app update more watch faces are available
Notification vibration are in it
Design is very stylish
Scroling smoothness also nice
accuracy is good
Apps notification are good
At this price the boat storm smart watch is very nice",5
13076,Fabulous!,"Design and aesthetic : The storm looks like a premium watch and also the black aesthetic goes well with formal or casual dresses (Traditional/Ethnic dresses are a bit of hit or miss)

Build and Durability : The body feels rigid and durable but still it would hurt to add on a screen protector to prevent any scratches on the glass

Functionality : Simple UI and simple controls but does the job pretty well. Measures SpO2, Heart Rate, Blood pressure in addition to the usual steps and distance cal...
READ MORE",5
13077,Good choice,"Looks nice

Battery backup is good (8-9 days after full charge)

Oxygen level and heart rate is almost accurate.

Step count, calorie count etc also accurate.

Only concern is Boat Pro Gear app, it doesn't work well as of now. Problems in changing watch faces. So it need to be updated asap.

Overall of you are looking for a budget smart watch you can go for it.",4
13078,Brilliant,Very nice product this watch is amazing I'm very happy to buy this smart watch,5
13079,Pretty good,Nice smart watch best money for value and fast activity watches and best option oxygen level metre but notification function best very late function on👍👍💯💯💥,4
13080,Very Good,"It was a Xmas gift for my fiance. And she loved it. Good Battery Back Up, premium rich feel, activities and features. 5 star product.... Boat Rocks!!",4
13081,Wonderful,"Super!
This watch looks really cool. I loved it. Thanks for fast delivery.
An excellent watch at this price point. The sensors are reasonably accurate. A wonderful value for money device.",5
13082,Best in the market!,A great purchase I guess. All the features are working properly and the fittness tracker was 98% accurate so issues there as well. The accuracy of heart rate stress and spo2 was also 99% accurate. Customizable watch faces and a good look. What else is expected. It's the perfect watch to buy,5
13083,Terrific purchase,"1- Best quality strap
2- Display is sharp and good
3- Touch response is good
4- Measurement difference is 2 or 3 unit.
5- Overall good quality watch for gadget lover.",5
13084,Best in the market!,"Best ever smart watch have ever cam across.. after keeping eye for more than a year on all smart watch just got the best and super classy smart watch.

Looks 10/10
Battery 10/10
Function 10/10
Health measures 10/10
Notification 10/10

Just go for it without any hesitation.",5
13085,Bad quality,"overall not worth at this price, software are nit user friendly. sensors are poor. Always on display is nit smart. It either display for entire day or off. Alexa features are not there even lower versions of amazfit has that. Battery backup is only 2 3 days with active usage 3 4 with normal usage. cons of this watch is cool design which looks similar yo apple watch and its GPS which is super accurate. Thermal meter are very poor. and blood oxygen saturation is also very popr and incorrect.",2
13086,Highly recommended,"For the price, this is a fine piece of technology. You get what you pay for and the build quality is good. Screen brightness is sunlight is decent. Screen resolution is great. Activity tracking and step counter shows inaccurate results at times - a point to note if you're serious in monitoring your exercise routines. Otherwise, it's a pretty good value for money product.",5
13087,Worth every penny,"It can be called as ""Smartwatch Killer""

The specs, accuracy and features it has along with super crisp AMOLED display makes it the best in the segment!!

For the price it gives almost all features. The only missing one is custom watch face which I hope should be included in future update.

It does not have calling feature (I don't even find it useful on a watch and call notification and reject feature is there) though Alexa is there and it has a mic to give commands. Commands are limited to ...
READ MORE",5
13088,Best in the market!,It's a awesome watch has good battery backup looks great and its perfect for anyone,5
13089,Worth every penny,"Perfect smartwatch. Accuracy is 99%. Only weather data is different from google. It has gps so it will not count ur hand movement as steps without actually walking. Average battery life i measured as 10% to 15% a day. I use raise to wake and aod as scheduled 9am to 9pm. Auto detect health data at every 30min. Sleep monitor and breathing measured in sleep is on. I don't keept bluetooth connected to watch full day else mobile battery run out in just half day. Display is vibrant. Zepp os is ok b...
READ MORE",5
13090,Perfect product!,"After 5 Days use Review (still 50% Battery Remaining with the use of only Call & SMS Notification)

Looks- Good
Touch- Smooth
Health Measurements- 95% Accuracy
Function- Good
Body- Good (Durable)
Battery- Max 5-6 Days for all Notification, Max 8-9 Days for Call & SMS Notification.
Strip- Good (Durable)
Notification- Good

I just want to say that if you have budget (5k-8k) so go through this smart watch without any hesitation.",5
13091,Nice product,Stylish watch. Display is flawless and clear. Very classy and premium look.overall i loved it,4
13092,Best in the market!,A great purchase I guess. All the features are working properly and the fittness tracker was 98% accurate so issues there as well. The accuracy of heart rate stress and spo2 was also 99% accurate. Customizable watch faces and a good look. What else is expected. It's the perfect watch to buy,5
13093,Terrific purchase,"1- Best quality strap
2- Display is sharp and good
3- Touch response is good
4- Measurement difference is 2 or 3 unit.
5- Overall good quality watch for gadget lover.",5
13094,Best in the market!,"Best ever smart watch have ever cam across.. after keeping eye for more than a year on all smart watch just got the best and super classy smart watch.

Looks 10/10
Battery 10/10
Function 10/10
Health measures 10/10
Notification 10/10

Just go for it without any hesitation.",5
13095,Bad quality,"overall not worth at this price, software are nit user friendly. sensors are poor. Always on display is nit smart. It either display for entire day or off. Alexa features are not there even lower versions of amazfit has that. Battery backup is only 2 3 days with active usage 3 4 with normal usage. cons of this watch is cool design which looks similar yo apple watch and its GPS which is super accurate. Thermal meter are very poor. and blood oxygen saturation is also very popr and incorrect.",2
13096,Highly recommended,"For the price, this is a fine piece of technology. You get what you pay for and the build quality is good. Screen brightness is sunlight is decent. Screen resolution is great. Activity tracking and step counter shows inaccurate results at times - a point to note if you're serious in monitoring your exercise routines. Otherwise, it's a pretty good value for money product.",5
13097,Worth every penny,"It can be called as ""Smartwatch Killer""

The specs, accuracy and features it has along with super crisp AMOLED display makes it the best in the segment!!

For the price it gives almost all features. The only missing one is custom watch face which I hope should be included in future update.

It does not have calling feature (I don't even find it useful on a watch and call notification and reject feature is there) though Alexa is there and it has a mic to give commands. Commands are limited to ...
READ MORE",5
13098,Best in the market!,It's a awesome watch has good battery backup looks great and its perfect for anyone,5
